"Event Name","Start Date","End Date",Country,State,City,Venue,"Region 1","Region 2","Region 3",Contacts,URL,URL2,URL3,Sponsorship,Stakeholders,Type
"Open Source Cloud Meetup - McLean, VA",2014-08-14,2014-08-14,USA,Virginia,McLean,"Red Hat Tyson's Corner Office","NORTH AMERICA","East,Public Sector",,,http://www.meetup.com/novaopensourcecloud/,,,,,"User Groups"
"CompuCom xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",https://www.eventbrite.com/e/exclusive-executive-event-at-sunglass-hut-august-14-chicago-il-sponsored-by-red-hat-tickets-91955512121,https://mojo.redhat.com/docs/DOC-973568,,,"Channel,Platform","Red Hat Partner Event"
"GroupWare - Summer Soiree 2014",2014-08-14,2014-08-14,USA,California,"San Jose","Hotel Valencia","NORTH AMERICA",West,,,http://pages.groupwaretechnology.com/LE-2014-08-14-Summer-Soiree-Customer-Reg.html,,,,Channel,"Customer Event"
"OpenStack Meetup San Francisco/Silicon Valley",2014-08-14,2014-08-14,USA,California,"San Francisco",,"NORTH AMERICA",West,,,http://www.meetup.com/San-Francisco-Silicon-Valley-OpenStack-Meetup/,,,,OpenStack,"User Groups"
"Boston Cloud Computing Meetup",2014-08-14,2014-08-14,USA,Massachusetts,Boston,Webinar,"NORTH AMERICA",East,,,http://www.meetup.com/Boston-Cloud-Computing-Meetup/events/199979972/,,,,,"User Groups"
"JBoss webinar",2014-08-14,2014-08-14,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-967679,,,,,Webinars
"CIO 100",2014-08-17,2014-08-19,USA,California,"Los Angeles","Terrenea Resort","NORTH AMERICA",West,,,http://www.cio100.com/ehome/index.php?eventid=85676&,,,,Cloud,"C-level Event"
"XChange 2014",2014-08-17,2014-08-19,USA,Texas,"San Antonio","JW Marriott","NORTH AMERICA",,,,http://www.xchange-events.com/xch14,https://mojo.redhat.com/docs/DOC-963981,,,Channel,"Red Hat Partner Event"
"Optum Forum 2014",2014-08-18,2014-08-21,USA,Illinois,Chicago,"Hilton Chicago","NORTH AMERICA",Central,,,http://www.optumexecutiveforum.com/,,,,"Field Marketing","Customer Event"
"RTECC -  Orange Co, CA",2014-08-19,2014-08-19,USA,California,"Yorba Linda","The Richard Nixon Library & Museum","NORTH AMERICA",West,,,,,,,"Channel,Field Marketing","Red Hat Partner Event"
"Partner webinar",2014-08-19,2014-08-19,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-967681,,,,,Webinars
"Raleigh Red Hat User Group",2014-08-19,2014-08-19,USA,"North Carolina",Raleigh,"Red Hat Tower","NORTH AMERICA",East,,,http://www.meetup.com/Raleigh-Red-Hat-User-Group/,,,,,"User Groups"
"Red Hat User Group - Las Vegas",2014-08-20,2014-08-20,USA,Nevada,"Las Vegas","Allegiant Air Headquarters","NORTH AMERICA",West,,,http://www.meetup.com/Las-Vegas-Red-Hat-User-Group/,,,,,"User Groups"
"FSI OpenStack Roundtable",2014-08-20,2014-08-20,USA,"New York",NY,"The Nomad Hotel, 1170 Broadway, New York, NY 10001","NORTH AMERICA",East,,,,,,,,"C-level Event"
"Red Hat User Group - Houston, TX",2014-08-20,2014-08-20,USA,Texas,Houston,"Maggiano's Little Italy","NORTH AMERICA",Central,,,https://engage.redhat.com/content/rh-user-group-e-919555121243,,,,,"User Groups"
"OpenStack xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",http://www.meetup.com/OpenStack-New-York-Meetup/,,,,OpenStack,"User Groups"
"OpenStack xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212","http://www.meetup.com/Philly-OpenStack-Meetup-Group/ ",,,,OpenStack,"User Groups"
"Red Hat Open Night for Comex",2014-08-21,2014-08-21,Mexico,"Distrito Federal","Mexico City","Central Central in Santa Fe",LATAM,Mexico,,,,,,,Platform,"Red Hat Partner Event"
"Red Hat User Group - Dallas",2014-08-21,2014-08-21,USA,Texas,Dallas,"Cool River Cafe","NORTH AMERICA",Central,,,https://engage.redhat.com/content/rh-user-group-e-919555121243,,,,,"User Groups"
"Phoenix - Red Hat User Group Meeting",2014-08-21,2014-08-21,USA,Arizona,Tempe,Insight,"NORTH AMERICA",Central,,,http://www.meetup.com/PhoenixRedHatSoftwareUserGroup/,,,,,"User Groups"
"JBoss Webinar",2014-08-21,2014-08-21,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-967679,,,,,Webinars
"Connect IT - NY",2014-08-21,2014-08-21,USA,"New York","New York",,"NORTH AMERICA",East,,,https://www.eiseverywhere.com/ehome/96438#.U-UaTfEuVI0,,,,,"C-level Event"
"Red Hat User Group - Ferndale, MI",2014-08-21,2014-08-21,USA,Michigan,Ferndale,"Loving Touch","NORTH AMERICA",Central,,,https://www.eventbrite.com/e/michigan-red-hat-enterprise-user-group-august-2014-tickets-91955512129,,,,,"User Groups"
"Red Hat User Group - Dallas, TX",2014-08-21,2014-08-21,USA,Texas,Irving,"Cool River Cafe","NORTH AMERICA",Central,,,https://engage.redhat.com/content/rh-user-group-e-919555121243,,,,,"User Groups"
"Partner webinar_NetApp",2014-08-21,2014-08-21,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-973230?sr=stream,,,,,Webinars
"FedScoop's Lowering the Cost of Government IT",2014-08-21,2014-08-21,USA,"District of Columbia",Washington,"The Newseum","NORTH AMERICA","Public Sector",,,http://fedscoop.com/events/lcogit/,,,,"Public Sector","Industry Event"
"RTECC - San Diego",2014-08-21,2014-08-21,USA,California,"San Diego","Crowne Plaza San Diego – Mission Valley","NORTH AMERICA",West,,,http://rtecc.com/events/san-diego-ca/,,,,"Channel,Field Marketing",
"VMworld xxx@redhat.com Day: 9195551212 Cell: 9195551212",http://www.vmworld.com/index.jspa,https://mojo.redhat.com/docs/DOC-967990,https://na4.salesforce.com/91955512120dtl3,Bronze,"Cloud,Virtualization,Platform,Openshift,Storage","Industry Event"
"VMWorld Executive Dinner",2014-08-26,2014-08-26,USA,California,"San Francisco","Osso Steakhouse","NORTH AMERICA","Central,West",,,,,,,,"C-level Event"
"Cloud Webinar",2014-08-26,2014-08-26,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-964115?sr=stream,,,,,Webinars
"Training Webinar",2014-08-26,2014-08-26,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-964115?sr=stream,,,,,Webinars
"RHOD xxx@redhat.com Day: +919555121206 Cell: +919555121219",http://app.engage.redhat.com/e/es?s=1795&e=430509&elq=9b56d12837bb44489aa1a919b55fbba5,,,,"Virtualization,Platform,Cloud","Red Hat Hosted"
"JBoss Webinar",2014-08-27,2014-08-27,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-974392,,,,,Webinars
"Raleigh OpenShift Meetup",2014-08-27,2014-08-27,USA,"North Carolina",Raleigh,,"NORTH AMERICA",East,,,http://www.meetup.com/Raleigh-Openshift-Meetup/events/198163262/,,,,,"User Groups"
"Webinar xxx@redhat.com Day: +919555121206 Cell: +919555121219",TBD,,,,,Webinars
"RHEV webinar",2014-08-28,2014-08-28,,,,,,,,,https://mojo.redhat.com/docs/DOC-967681?sr=stream,,,,,Webinars
"Cloud_OHC_How the cloud will change your jobs and IT organizations",2014-09-03,2014-06-03,,,,,,,,,https://mojo.redhat.com/docs/DOC-932829,,,,,Webinars
"FlowCon 2014",2014-09-03,2014-09-04,USA,California,"San Francisco","Westin SF Market Street","NORTH AMERICA",West,,,http://flowcon.org/,,,,,"Industry Event"
"9a xxx@redhat.com Day: +919555121206 Cell: +919555121219",http://www.idclatin.com/events/gobiernomex14/default.aspx,,,,"Field Marketing,Middleware","Analyst Event"
"Red Hat Open Day Partner Hosted for Soriana & Innova Sports",2014-09-05,2014-09-05,Mexico,"Nuevo Leon",Monterrey,"Quinta Real Hotel",LATAM,Mexico,,,,,,,Middleware,"Red Hat Partner Event"
"Red Hat Open Day Partner Hosted for Valtra",2014-09-05,2014-09-05,Mexico,"Nuevo Leon",Monterrey,"Hotel Quinta Real ",LATAM,Mexico,,,http://app.engage.redhat.com/e/es?s=1795&e=456727&elq=618bc3929f6a4aac9f0145215b319f14,,,,Middleware,"Red Hat Partner Event"
"HP ES CTO Event - Red Bull Air Race - Dallas, TX",2014-09-05,2014-09-07,USA,Texas,Dallas,"HP Plano Campus and Texas Motor Speedway","NORTH AMERICA",,,,,,,"Gold level sponsor","Cloud,Global Partner Marketing,Middleware","C-level Event"
"MoreDirect xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",https://www.etouches.com/ehome/2014iamsummit/185986/,https://mojo.redhat.com/docs/DOC-978146,,,Channel,"Red Hat Partner Event"
"HP Charity Golf Classic 9/8/ Dallas Texas",2014-09-08,2014-09-08,USA,Texas,Dallas,"Stonebriar Country Club",,,,,http://www.hpcharitygolfclassic.com/,,,,"Global Partner Marketing","Red Hat Partner Event"
"SpringOne 2014",2014-09-08,2014-09-11,USA,Texas,Dallas,,"NORTH AMERICA",Central,,,http://springone2gx.com/,https://mojo.redhat.com/docs/DOC-976186,,"Silver level sponsor","Cloud,Middleware,Openshift","Developer Event"
"Red Hat Open Day Partner Hosted for Adquira",2014-09-09,2014-09-09,Mexico,"Distrito Federal","Mexico City","Red Hat's office",,,,,http://app.engage.redhat.com/e/es?s=1795&e=456746&elq=80f4957479b7437891a7033c53c4d1f0,,,,,"Red Hat Partner Event"
"RHEV webinar",2014-09-09,2014-09-09,,,,,,,,,https://mojo.redhat.com/docs/DOC-967681?sr=stream,,,,,Webinars
"RTECC - Minneapolis",2014-09-09,2014-09-09,USA,Minnesota,Minneapolis,"Sheraton Minneapolis West","NORTH AMERICA",Central,,,,,,,"Channel,Field Marketing",
"Intel IDF14",2014-09-09,2014-09-11,USA,California,"San Francisco","Moscone West Convention Center","NORTH AMERICA",West,,,http://www.intel.com/content/www/us/en/intel-developer-forum-idf/san-francisco/2014/idf-2014-san-francisco.html,https://mojo.redhat.com/docs/DOC-979533,,"Community Exhibitor","Global Partner Marketing","Red Hat Partner Event"
"TechNet Augusta 2014",2014-09-09,2014-09-11,USA,Georgia,Augusta,"Augusta Marriott at the Convention Center","NORTH AMERICA","Public Sector",,,http://events.jspargo.com/Augusta14/public/Content.aspx?ID=48679&sortMenu=101000,,,,"Public Sector","Industry Event"
"Gartner, CIO & IT Executive  Summit Mexico 2014",2014-09-09,2014-09-11,Mexico,"Distrito Federal","Mexico City","Hotel Camino Real Polanco, Ciudad de México",LATAM,Mexico,,,,,,,"Field Marketing,Middleware","Analyst Event"
"Satellite virtual event",2014-09-10,2014-09-10,"Virtual event",,,,,,,,https://mojo.redhat.com/docs/DOC-974413,,,,"Cloud,Platform",Webinars
"RedHat and Technologent: Sands Casino Tech Briefing",2014-09-11,2014-09-11,USA,Nevada,"Las Vegas","Delmonico Steakhouse (at The Venetian)","NORTH AMERICA",West,,,https://www.eventbrite.com/e/technologent-and-red-hat-at-delmonico-steakhouse-tickets-91955512121,,,,Channel,"C-level Event"
"RTECC - Chicago",2014-09-11,2014-09-11,USA,Illinois,Chicago,"HYATT Lisle near Naperville","NORTH AMERICA",Central,,,http://rtecc.com/events/chicago/,,,,"Channel,Field Marketing",
"Inforum - 2014",2014-09-15,2014-09-18,USA,Louisiana,"New Orleans","Ernest N. Morial Convention Center","NORTH AMERICA",East,,,http://www.infor.com/inforum/,https://mojo.redhat.com/docs/DOC-979200,,Exhibitor,Channel,"Red Hat Partner Event"
"Calgary - Red Hat User Group Meeting",2014-09-16,2014-09-16,Canada,Alberta,Calgary,"Suncore Energy Centre","NORTH AMERICA",Canada,,,https://engage.redhat.com/content/user-group-canada-e-919555121257,,,,Cloud,"User Groups"
"OpenStack xxx@redhat.com Day: 9195551212 Cell: 9195551212",http://openstacksv.com/,"NA - speaking only ","NA - speaking only ","Speaking only. ",OpenStack,"Industry Event"
"Raleigh - Red Hat User Group Meeting",2014-09-16,2014-09-16,USA,"North Carolina",Raleigh,"Red Hat Tower Annex","NORTH AMERICA",East,,,http://www.meetup.com/Raleigh-Red-Hat-User-Group/,,,,,"User Groups"
"Seattle - Red Hat User Group Meeting",2014-09-17,2014-09-17,USA,Washington,Seattle,,"NORTH AMERICA",West,,,,,,,,"User Groups"
"Salon du Logiciel Libre du Quebec",2014-09-17,2014-09-17,Canada,,Quebec,,"NORTH AMERICA",Canada,,,http://s2lg.com,,,,Cloud,"Industry Event"
"Red Hat Customer Convergence - Chicago",2014-09-17,2014-09-17,,Illinois,Chicago,,"NORTH AMERICA",West,,,,,,,GSS,"Customer Event"
"JBoss Webinar",2014-09-17,2014-09-17,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-977910?sr=stream,,,,,Webinars
"Red Hat User Group Meeting - Minneapolis",2014-09-17,2014-09-17,USA,Minnesota,Minneapolis,"Rio Mexican Grill","NORTH AMERICA",Central,,,https://engage.redhat.com/content/rh-user-group-e-919555121243,,,,,"User Groups"
"United Health Group Charity Golf",2014-09-18,2014-09-18,USA,Minnesota,"Ham Lake","Majestic Oaks Golf Club, Ham Lake, MN","NORTH AMERICA",Central,,,http://www.uhgolfcharityevent.org/,,,,,"C-level Event"
"Paas Workshop",2014-09-18,2014-09-18,USA,California,"San Diego",TBD,"NORTH AMERICA",West,,,,,,,"Field Marketing,Openshift","Customer Event"
"UnitedHealthGroup Charity Golf",2014-09-18,2014-09-18,USA,MN,"Ham Lake","Majestic Oaks Golf Club, Ham Lake, MN","NORTH AMERICA",West,,,http://uhgolfcharityevent.org/,,,,"Field Marketing","Customer Event"
"EMEA xxx@redhat.com Day: +9195551212 Cell: +49 (0)173 165 7536 ",https://engage.redhat.com/content/emea-partner-conference-2014,,,,,"Red Hat Partner Event"
"Red xxx@redhat.com Day: +919555121206 Cell: +919555121219",,,,,"Platform,Virtualization","Red Hat Hosted"
"PuppetConf 2014",2014-09-20,2014-09-24,,,"San Francisco",,"NORTH AMERICA",West,,,http://2014.puppetconf.com/,,,,"Fedora,Openshift,Platform","Industry Event"
"HPC Wall Street",2014-09-22,2014-09-22,USA,"New York","New York","Roosevelt Hotel","NORTH AMERICA",East,,,http://www.flaggmgmt.com/hpc/,,,,,"C-level Event"
"nexus RH / Cisco Application Centric Infrastructure - Irvine",2014-09-23,2014-09-23,USA,California,Irvine,"Cisco Office","NORTH AMERICA",West,,,http://www.cvent.com/events/cisco-application-centric-infrastructure-irvine/event-summary-286fe4fab04a41ae8a4f005354b18894.aspx,,,,"Cloud,Channel,OpenStack,Platform","Red Hat Partner Event"
"RHEV Webinar",2014-09-23,2014-09-23,,,,,,,,,https://mojo.redhat.com/docs/DOC-977310?sr=stream,,,,,Webinars
"Rochester Tech Days RHCI/BRMS Workshop",2014-09-23,2014-09-23,USA,"New York",Rochester,"RIT Inn & Conference Center","NORTH AMERICA",East,,,http://www.meetup.com/RedHatTechDay/events/204676922/,,,,,"Developer Event"
"Atlanta - Red Hat Forum",2014-09-23,2014-09-23,USA,Georgia,Atlanta,"Atlanta - Red Hat Tower a","NORTH AMERICA",East,,,http://www.meetup.com/Atlanta-Red-Hat-User-Group/,,,,,"User Groups"
"Satellite Webinar",2014-09-23,2014-09-23,,,,,,,,,https://mojo.redhat.com/docs/DOC-977933?sr=stream,,,,,Webinars
"Cloud webinar",2014-09-24,2014-09-24,,,,,,,,,https://mojo.redhat.com/docs/DOC-982584,,,,,Webinars
"JBoss Webinar",2014-09-24,2014-09-24,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-977911?sr=stream,,,,,Webinars
"Tour Aslan_Sevilla",2014-09-24,2014-09-24,Spain,Andalucía,Sevilla," Hotel Meliá Sevilla (Av de la Borbolla, s/n)",EMEA,Iberia,,,http://www.aslan.es/Tour2014,,,,,"Industry Event"
"Red Hat Open Day Partner Hosted for Comex",2014-09-24,2014-09-24,Mexico,"Distrito Federal","Mexico city","Red Hat's offfice",LATAM,Mexico,,,http://app.engage.redhat.com/e/es?s=1795&e=456798&elq=66b058f390f5433bba8ea3309ff887d3,,,,"Platform,Middleware","Red Hat Partner Event"
"SLED Virtual Mini-Summit",2014-09-24,2014-09-25,USA,Virginia,McLean,"Red Hat Office and Online",,,,,,,,,"Public Sector,Field Marketing,Platform,Virtualization,Middleware,Cloud,Channel,Storage",Webinars
"Paas Workshop",2014-09-25,2014-09-25,USA,California,"Marina del Rey","Marina del Rey Marriott","NORTH AMERICA",West,,,,,,,"Field Marketing,Openshift","Customer Event"
"Training Webinar",2014-09-25,2014-09-25,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-977932?sr=stream,,,,,Webinars
"TAM webinar",2014-09-25,2014-09-25,,,,,"NORTH AMERICA",,,,https://mojo.redhat.com/docs/DOC-977931?sr=stream,,,,,Webinars
"ATCA Conference & Exposition",2014-09-28,2014-10-01,USA,MD,"National Harbor","Gaylord National Resort & Convention Center","NORTH AMERICA","East,Public Sector",,,"http://www.atca.org/59Annual ",,,"10x10 Booth","Public Sector","Industry Event"
"JavaOne 2014",2014-09-28,2014-10-02,USA,California,"San Francisco","Hilton San Francisco Union Square","NORTH AMERICA",West,,,http://www.oracle.com/javaone/index.html,https://mojo.redhat.com/docs/DOC-976189,,"Exhibitor level sponsorship","Middleware,Storage","Industry Event"
"Oracle OpenWorld 2014",2014-09-28,2014-10-02,USA,California,"San Francisco","Moscone Center","NORTH AMERICA",West,,,http://www.oracle.com/us/openworld/index.html,https://mojo.redhat.com/docs/DOC-972942,,Exhibitor,"Cloud,Middleware,Platform,Virtualization,Storage","Industry Event"
"Red Hat User Group - Montreal",2014-09-29,2014-09-29,Canada,,Montreal,,"NORTH AMERICA",Canada,,,,,,,"Cloud,OpenStack","User Groups"
"Red xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",,,,,Cloud,"User Groups"
"Red Hat User Group - Quebec",2014-09-30,2014-09-30,Canada,,Quebec,,"NORTH AMERICA",Canada,,,,,,,"Cloud,OpenStack","User Groups"
"Red xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",,,,,Cloud,"User Groups"
"Financial Times Executive Breakfast at Sibos",2014-09-30,2014-09-30,USA,Massachusetts,Boston,"Langham Hotel","NORTH AMERICA",East,,,,,,,"Field Marketing","C-level Event"
"Training Webinar",2014-09-30,2014-09-30,,,,,,,,,https://mojo.redhat.com/docs/DOC-977932,,,,,Webinars
"2014 EDUCAUSE Annual Conference",2014-09-30,2014-10-01,USA,Florida,Orlando,"Orange County Convention Center","NORTH AMERICA","Public Sector",,,http://www.educause.edu/annual-conference,,,,"Field Marketing,Channel,Public Sector,Virtualization,Storage,Platform,OpenStack,Openshift,Middleware,Cloud","Industry Event"
"Advancing software-defined storage | A Red Hat virtual event",2014-10-02,2014-10-02,,,,,"APAC,EMEA,LATAM,NORTH AMERICA","East,Central,West,Canada,Public Sector",,,https://mojo.redhat.com/docs/DOC-969867,,,,"Storage,Public Sector,Field Marketing,Global Partner Marketing",
"Red Hat Customer Convergence - Toronto",2014-10-02,2014-10-02,Canada,,Toronto,"King Edward Hotel","NORTH AMERICA",West,,,,,,,GSS,"Customer Event"
"Gartner xxx@redhat.com Day: 9195551212 Cell: 9195551212",http://www.gartner.com/technology/symposium/orlando/index.jsp,https://mojo.redhat.com/docs/DOC-972983,,"Premier Sponsor ","Cloud,Grow Share (Microsoft) NextGen Datacenter, Break Glass,Platform,Storage,Middleware,Virtualization,Openshift","Industry Event"
"Splunk 2014",2014-10-06,2014-10-09,USA,Nevada,"Las Vegas","MGM Grande Hotel","NORTH AMERICA",West,,,http://conf.splunk.com/,https://mojo.redhat.com/docs/DOC-984172,,"Level One Sponsor",Storage,"Industry Event"
"Homeland Security Week",2014-10-06,2014-10-09,USA,DC,Washington,"DC Convention Center","NORTH AMERICA",,,,www.homelandsecurityexpo.com,,,,"Field Marketing","Industry Event"
"IBM Enterprise 2014",2014-10-06,2014-10-10,USA,Nevada,"Las Vegas","The Venetian","NORTH AMERICA",West,,,http://www-03.ibm.com/systems/enterprise/,https://mojo.redhat.com/docs/DOC-985618,,"Bronze Sponsor","Global Partner Marketing","Red Hat Partner Event"
"RH Forum - Building IT for the Future",2014-10-07,2014-10-07,USA,California,"San Francisco","The Palace","NORTH AMERICA",West,,,https://meeting-reg.com/redhat/forum2014/sanfrancisco/index.php,,,,"Field Marketing","Customer Event"
"Storage webinar",2014-10-07,2014-10-07,,,,,,,,,https://mojo.redhat.com/docs/DOC-977126?sr=inbox&ru=10026,,,,,Webinars
"Ceph Day New York",2014-10-08,2014-10-08,USA,"New York","New York","The Humphrey at the Eventi Hotel","NORTH AMERICA",East,,,http://ceph.com/cephdays/nyc2/,,,,,"Red Hat Hosted"
"RH Forum - Building IT for the Future",2014-10-09,2014-10-09,USA,California,"San Diego","Hyatt La Jolla","NORTH AMERICA",West,,,https://meeting-reg.com/redhat/forum2014/sandiego/index.php,,,,"Field Marketing","Customer Event"
"nexus RH / Cisco Application Centric Infrastructure - Glendale",2014-10-09,2014-10-09,USA,California,Glendale,"Cisco Office","NORTH AMERICA",West,,,http://www.cvent.com/events/cisco-application-centric-infrastructure-irvine/event-summary-286fe4fab04a41ae8a4f005354b18894.aspx,,,,"Channel,Cloud,OpenStack,Platform","Red Hat Partner Event"
"OpenStack webinar",2014-10-09,2014-10-09,,,,,,,,,https://mojo.redhat.com/docs/DOC-982935?sr=stream,,,,,Webinars
"Tech Talk by Puzzle",2014-10-10,2014-10-10,Switzerland,,,,EMEA,D-A-CH,,,,,,,Channel,"Red Hat Partner Event"
"Scale Out Computation Meetup",2014-10-13,2014-10-13,USA,Massachusetts,Boston,"Hack / Reduce","NORTH AMERICA",East,,,http://www.meetup.com/ScaleOutComputation/events/211002782/,,,,Storage,"User Groups"
"Best of Breed Conference 2014",2014-10-13,2014-10-15,USA,Florida,Orlando,"Hyatt Regency Grand Cypress","NORTH AMERICA",East,,,http://www.xchange-events.com/bob14,https://mojo.redhat.com/docs/DOC-971716,,"Meeting Package Sponsor",Channel,"C-level Event"
"LinuxCon / CloudOpen Europe",2014-10-13,2014-10-15,Germany,,Düsseldorf,"Congress Centre Düsseldorf",EMEA,D-A-CH,,,http://events.linuxfoundation.org/events/linuxcon-europe,https://mojo.redhat.com/docs/DOC-981116,,Gold,"OSAS,Openshift,Fedora,Virtualization","Developer Event"
"Champion xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",https://mojo.redhat.com/docs/DOC-968872,,,,Channel,"Red Hat Partner Event"
"Red Hat Forum México",2014-10-14,2014-10-14,Mexico,"Distrito Federal","Mexico City","Los Candiles Polanco",,,,,,,,,,
"OpenStack Meetup - San Francisco/Silicon Valley",2014-10-14,2014-10-14,USA,California,"San Francisco","StackStorm HQ - 395 Page Mill, Palo Alto, CA","NORTH AMERICA",West,,,http://www.meetup.com/San-Francisco-Silicon-Valley-OpenStack-Meetup/,,,,,"User Groups"
"RH Forum - Building IT for the Future",2014-10-14,2014-10-14,USA,Illinois,Chicago,"Conrad Chicago","NORTH AMERICA",Central,,,https://meeting-reg.com/redhat/forum2014/chicago/index.php,,,,"Field Marketing","Customer Event"
"Storage webinar",2014-10-14,2014-10-14,,,,,,,,,https://mojo.redhat.com/docs/DOC-977126?sr=inbox&ru=10026,,,,,Webinars
"Red xxx@redhat.com Day: +919555121206 Cell: +919555121219",http://redhatforummexico.com/blast/index.html,,,,Platform,"Red Hat Hosted"
"4th xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",http://events.planetconnect.com/pci/merck-global-services-it-symposium-gsts/overview?mkt_tok=3RkMMJWWfF9wsRonv6%2FOZKXonjHpfsXw4%2BsvT%2Frn28M3109ad%2BrmPBy%2B2oUGWp8na%2BqWCgseOrQ8lFUPV8m5X80Vo6c%3D,,,,"Field Marketing","Industry Event"
"VMWorld xxx@redhat.com Day: 9195551212 Cell: 9195551212
Eva xxx@redhat.com Day: +49 91955512127 Cell: +123456778949 174 3284736
Gerti xxx@redhat.com Day: +9195551212 Cell: +49 (0)173 165 7536 ",http://www.vmworld.com/community/conference/europe/,,,,"Cloud,Virtualization","Industry Event"
"RH Forum - Building IT for the Future",2014-10-15,2014-10-15,Canada,,Montreal,"Le Westin Montreal","NORTH AMERICA",Canada,,,https://meeting-reg.com/redhat/forum2014/montreal/index.php,,,,"Field Marketing","Customer Event"
"O'Reilly Strata +1234567789Hadoop World 2014",2014-10-15,2014-10-17,USA,"New York","New York","Javits Center","NORTH AMERICA",East,,,http://strataconf.com/stratany2013,https://mojo.redhat.com/docs/DOC-974813,,"Exabyte Sponsor","Middleware,Platform,Storage","Industry Event"
"RH Forum - Building IT for the Future",2014-10-16,2014-10-16,USA,Minnesota,Minneapolis,"The W Minneapolis - the Foshay","NORTH AMERICA",Central,,,https://meeting-reg.com/redhat/forum2014/jerseycity/invite/invite1.php,,,,"Field Marketing","Customer Event"
"Red xxx@redhat.com Day: +919555121206 Cell: +919555121219",http://app.engage.redhat.com/e/es?s=1795&e=466055&elq=24a01652b15f43daab161d15c662e2a6,,,,"Cloud,Virtualization,Platform","Red Hat Hosted"
"West Middleware Partner Collaboration Day",2014-10-17,2014-10-17,USA,California,"San Francisco","San Francisco Airport Hilton Bayfront","NORTH AMERICA",,,,,,,,Middleware,"Red Hat Partner Event"
"CompuCom xxx@redhat.com Day: 919-555-1212 Cell: 919-555-1212",https://mojo.redhat.com/docs/DOC-986305,,,,Channel,"Red Hat Partner Event"
"SAP D-code Las Vegas (formerly SAP TechED US) 2014",2014-10-20,2014-10-24,USA,Nevada,"Las Vegas","Venetian/Palazzo Congress Center","NORTH AMERICA",West,,,http://www.sapteched.com/,https://mojo.redhat.com/docs/DOC-976190,,"Gold plus level sponsorship","Middleware,Platform,Virtualization","Red Hat Partner Event"
"RED HAT JBOSS for THE INTERNET OF THINGS WORKSHOP",2014-10-21,2014-10-21,Canada,Alberta,Calgary,"Avnet Inc. Office","NORTH AMERICA",Canada,,,http://avnet.cvent.com/events/avnet-inc-presents-red-hat-jboss-for-the-internet-of-things-workshop/event-summary-60aee7383c84447284ae7f482d19d94b.aspx,,,,Middleware,"Customer Event"
"Red Hat Forum 2014 - Beijing",2014-10-21,2014-10-21,China,,Beijing,,APAC,"Greater China",,,,,,,"Cloud,Field Marketing,Middleware","Red Hat Hosted"
"RH Forum - Building IT for the Future",2014-10-21,2014-10-21,USA,"New Jersey","Jersey City","Hyatt Jersey City","NORTH AMERICA",East,,,https://meeting-reg.com/redhat/forum2014/jerseycity/invite/invite1.php,,,,"Field Marketing","Customer Event"
"Cloud Webinar",2014-10-21,2014-10-21,,,,,,,,,https://mojo.redhat.com/docs/DOC-982584,,,,,Webinars
"Red Hat User Group - Raleigh",2014-10-21,2014-10-21,USA,"North Carolina",Raleigh," Red Hat Tower - 100 E. Davis Drive",,,,," http://www.meetup.com/Raleigh-Red-Hat-User-Group/",,,,,
"Storage webinar",2014-10-21,2014-10-21,,,,,,,,,https://mojo.redhat.com/docs/DOC-977126?sr=inbox&ru=10026,,,,,Webinars
"Red Hat User Group Meeting - Atlanta",2014-10-21,2014-10-21,USA,Georgia,Atlanta,"Red Hat Office","NORTH AMERICA",East,,,http://www.meetup.com/Atlanta-Red-Hat-User-Group/,,,,,"User Groups"
"SAP Financial Services Forum 2014",2014-10-21,2014-10-22,USA,"New York","New York City","Ritz Carlton Battery Park","NORTH AMERICA",East,,,http://events.sap.com/financial-services-forum/en/home,,,"Gold level sponsorship",,"Industry Event"
"DevOps Enterprise Summit",2014-10-21,2014-10-23,USA,California,"San Francisco",,"NORTH AMERICA",West,,,http://devopsenterprisesummit.com/,,,,,"Developer Event"
"JBoss xxx@redhat.com Day: 919.555.1212 Cell: 919-555-1212",,,,,Middleware,"Customer Event"
